u_id,numSentence,numWords,totSentiment,avgSentiment
417942032.1855.1855,1,8,2.0,2.0
444893405.3196.3173,4,44,5.0,1.25
444893613.3311.3311,2,14,4.0,2.0
444896829.3343.3343,2,20,4.0,2.0
444898053.3389.3389,2,23,3.0,1.5
444898449.3509.3509,6,52,9.0,1.5
444898608.3635.3635,1,7,2.0,2.0
444901097.3656.3656,2,19,5.0,2.5
444924828.3705.3705,2,9,3.0,1.5
426338661.4672.4672,1,3,2.0,2.0
426338661.4685.4672,3,28,5.0,1.6666666666666667
426461758.4745.4745,2,53,2.0,1.0
426467702.4876.4876,3,26,8.0,2.6666666666666665
426502355.4942.4942,3,23,4.0,1.3333333333333333
368040175.20376.20376,2,4,5.0,2.5
368040175.20387.20376,1,17,2.0,2.0
368042684.20432.20432,2,20,3.0,1.5
368078268.20487.20487,3,21,7.0,2.3333333333333335
367507017.17295.17295,1,5,2.0,2.0
367507017.17307.17295,3,44,5.0,1.6666666666666667
367664336.18226.17837,1,29,1.0,1.0
367670735.18529.18529,2,18,3.0,1.5
367671106.18578.18578,7,44,11.0,1.5714285714285714
229739329.116.116,1,6,1.0,1.0
229739329.132.116,4,105,6.0,1.5
229903098.386.386,7,127,16.0,2.2857142857142856
229974167.662.662,3,75,4.0,1.3333333333333333
231392821.826.826,4,56,9.0,2.25
257606126.925.925,4,116,5.0,1.25
158507313.5881.5881,1,6,2.0,2.0
158507313.5895.5881,2,25,3.0,1.5
158580358.5951.5951,8,146,15.0,1.875
158732043.6324.6324,4,82,7.0,1.75
158822889.6497.6497,10,93,14.0,1.4
159022461.6705.6705,1,7,1.0,1.0
357620024.6128.6128,1,1,2.0,2.0
357620024.6134.6128,7,117,11.0,1.5714285714285714
357621201.6404.6404,7,123,10.0,1.4285714285714286
357622899.6674.6674,2,22,6.0,3.0
357627623.6720.6720,10,155,15.0,1.5
357630567.7061.7061,2,32,4.0,2.0
357207414.4917.4917,2,2,4.0,2.0
357207414.4926.4917,3,33,5.0,1.6666666666666667
357208900.5000.5000,1,9,1.0,1.0
357209815.5022.5022,3,22,4.0,1.3333333333333333
357211538.5073.5073,1,6,2.0,2.0
20516361.5416.5416,1,21,2.0,2.0
20516361.5460.5416,1,2,2.0,2.0
20545959.5467.5467,1,6,2.0,2.0
20547454.5482.5482,1,45,2.0,2.0
22692170.6872.6872,2,1,3.0,1.5
22692170.6879.6872,2,22,4.0,2.0
22710340.6925.6925,2,13,3.0,1.5
22716086.6957.6957,6,70,10.0,1.6666666666666667
22749155.7114.7114,7,35,9.0,1.2857142857142858
230918176.10783.10783,2,3,3.0,1.5
230918176.10792.10783,2,76,2.0,1.0
230984998.10954.10954,4,61,5.0,1.25
231037077.11090.11090,5,104,6.0,1.2
240444038.11624.11624,1,5,2.0,2.0
240463641.12002.12002,3,40,5.0,1.6666666666666667
240466939.12097.12097,12,125,21.0,1.75
240478753.12383.12383,11,133,17.0,1.5454545454545454
240946407.12958.12958,11,102,23.0,2.090909090909091
240951783.13189.13189,3,21,4.0,1.3333333333333333
276035589.473.473,1,4,2.0,2.0
276035589.483.473,3,25,7.0,2.3333333333333335
276059233.543.473,1,5,2.0,2.0
276189368.563.563,3,26,6.0,2.0
276227655.634.634,1,4,3.0,3.0
276059233.473.473,1,4,2.0,2.0
276280432.647.647,1,19,2.0,2.0
276463413.696.696,4,24,7.0,1.75
276505829.763.763,5,42,8.0,1.6
276506703.826.826,3,29,7.0,2.3333333333333335
276507949.888.888,1,13,1.0,1.0
276667753.924.924,2,30,5.0,2.5
276738472.998.998,2,35,3.0,1.5
276739349.1084.1084,3,37,4.0,1.3333333333333333
276741572.1214.1214,6,71,11.0,1.8333333333333333
276744761.1374.1374,4,43,6.0,1.5
276746212.1476.1476,5,45,10.0,2.0
276969578.1603.1603,2,27,4.0,2.0
277127794.1683.1683,5,61,7.0,1.4
315070204.6725.6725,1,6,1.0,1.0
315070204.6752.6725,7,44,13.0,1.8571428571428572
315133442.6868.6868,5,109,12.0,2.4
315177717.7106.7106,2,38,5.0,2.5
315387952.7196.7196,4,36,8.0,2.0
315390364.7277.7277,3,32,6.0,2.0
315390798.7376.7376,3,43,7.0,2.3333333333333335
315025554.6590.6590,1,3,2.0,2.0
315025554.6598.6590,2,54,3.0,1.5
315576101.6725.6725,7,110,12.0,1.7142857142857142
315577491.6965.6965,4,49,6.0,1.5
315590240.7074.7074,7,97,11.0,1.5714285714285714
315601116.7303.7303,2,19,3.0,1.5
80287913.432.432,1,7,2.0,2.0
80287913.451.432,1,5,2.0,2.0
80315439.464.464,3,24,9.0,3.0
81592166.552.552,2,7,5.0,2.5
81850384.1858.1858,1,6,3.0,3.0
81850384.1875.1858,2,11,4.0,2.0
81866903.1904.1904,3,24,5.0,1.6666666666666667
81868004.1954.1954,1,13,1.0,1.0
81893608.1983.1983,1,39,1.0,1.0
47138769.27099.27099,1,4,2.0,2.0
47138769.27114.27099,5,48,10.0,2.0
47141745.27221.27221,2,9,4.0,2.0
47142163.27252.27252,3,14,6.0,2.0
46858832.26892.26892,3,3,5.0,1.6666666666666667
46858832.26904.26892,3,25,5.0,1.6666666666666667
46859006.26963.26963,3,18,5.0,1.6666666666666667
46859451.27013.27013,3,19,5.0,1.6666666666666667
46859618.27069.27069,3,16,5.0,1.6666666666666667
46860168.27118.27118,1,5,1.0,1.0
106097715.8104.8104,1,3,2.0,2.0
106097715.8112.8104,4,48,9.0,2.25
106099147.8222.8222,3,33,6.0,2.0
106276004.8300.8300,7,123,11.0,1.5714285714285714
106086467.6813.6813,1,4,2.0,2.0
106086467.6823.6813,2,14,4.0,2.0
106087020.6853.6853,3,56,6.0,2.0
106087979.7170.7170,3,13,7.0,2.3333333333333335
423264134.16010.16010,1,7,3.0,3.0
423264134.16026.16010,2,27,4.0,2.0
423266419.16471.16471,2,26,4.0,2.0
423267136.16560.16560,3,67,5.0,1.6666666666666667
423268622.16714.16714,3,42,8.0,2.6666666666666665
423313909.17390.17390,4,92,7.0,1.75
423587770.22037.22037,5,57,9.0,1.8
51579341.1224.1224,2,4,4.0,2.0
51579341.1237.1224,5,31,10.0,2.0
51690028.1293.1293,2,6,4.0,2.0
51740803.1293.1252,3,15,6.0,2.0
51856868.1350.1350,2,22,3.0,1.5
52370119.1422.1422,1,13,2.0,2.0
52765520.1453.1453,4,13,9.0,2.25
53002272.1422.1422,2,21,2.0,1.0
427100688.5051.5051,1,3,2.0,2.0
427100688.5059.5051,4,30,8.0,2.0
427100784.5101.5101,3,33,4.0,1.3333333333333333
427101111.5189.5189,5,28,9.0,1.8
427101397.5257.5257,4,53,5.0,1.25
427102607.5395.5395,4,50,7.0,1.75
427131522.5563.5563,2,5,4.0,2.0
427131947.5581.5581,2,20,5.0,2.5
427144172.5631.5631,1,3,2.0,2.0
427144172.5639.5631,3,73,5.0,1.6666666666666667
427144541.5802.5802,4,48,5.0,1.25
427144828.5925.5925,2,41,2.0,1.0
427145189.6020.6020,4,78,6.0,1.5
427146838.6202.6202,3,105,5.0,1.6666666666666667
427147391.6482.6482,3,19,4.0,1.3333333333333333
107047394.5221.5221,1,2,2.0,2.0
107047394.5229.5221,4,62,7.0,1.75
107048321.5377.5377,7,88,18.0,2.5714285714285716
107048715.5579.5579,1,15,1.0,1.0
105940061.1753.1753,1,6,2.0,2.0
105940061.1767.1753,3,21,8.0,2.6666666666666665
105941909.1859.1859,3,34,4.0,1.3333333333333333
105946582.1932.1932,3,16,6.0,2.0
105948117.1994.1994,2,21,4.0,2.0
105949015.2041.2041,2,13,5.0,2.5
106284078.2069.2069,4,55,10.0,2.5
106284278.2238.2238,5,35,8.0,1.6
268414953.534.534,1,11,1.0,1.0
268601609.563.563,1,4,2.0,2.0
312151867.802.802,2,16,4.0,2.0
312151979.844.844,2,56,2.0,1.0
312152915.989.989,3,23,6.0,2.0
312153865.1046.1046,3,33,5.0,1.6666666666666667
312154791.1135.1135,4,23,7.0,1.75
312163037.1199.1199,2,34,2.0,1.0
312319093.1281.1281,7,151,18.0,2.5714285714285716
312471027.1571.1571,5,44,9.0,1.8
312482276.1699.1699,7,87,16.0,2.2857142857142856
314668092.3563.3563,1,1,2.0,2.0
337372488.4120.4120,1,28,1.0,1.0
266938227.4116.4116,1,5,2.0,2.0
266938227.4128.4116,2,31,3.0,1.5
266939464.4196.4196,2,23,2.0,1.0
266940648.4254.4254,7,80,12.0,1.7142857142857142
266940981.4443.4443,4,75,5.0,1.25
266941610.4618.4618,3,43,3.0,1.0
438501631.4189.4189,1,8,2.0,2.0
438501631.4212.4189,4,82,8.0,2.0
438503119.4389.4389,3,62,4.0,1.3333333333333333
438503447.4527.4527,5,88,8.0,1.6
438503846.4730.4730,5,46,7.0,1.4
438504697.4839.4839,3,54,6.0,2.0
438516134.4963.4963,2,28,4.0,2.0
438487937.3314.3314,1,5,2.0,2.0
438487937.3328.3314,5,39,9.0,1.8
438488135.3435.3435,3,14,5.0,1.6666666666666667
438489094.3470.3470,3,44,5.0,1.6666666666666667
438489850.3564.3564,8,89,11.0,1.375
286788087.9958.9958,1,4,2.0,2.0
286788087.9968.9958,7,65,13.0,1.8571428571428572
286788704.10324.10324,1,9,1.0,1.0
286790855.10552.10552,3,46,6.0,2.0
286791107.10660.10660,2,29,3.0,1.5
286761180.8636.8636,1,2,2.0,2.0
286761180.8644.8636,3,9,6.0,2.0
286769511.8675.8675,3,35,5.0,1.6666666666666667
286776681.8760.8760,3,40,5.0,1.6666666666666667
286786046.8847.8847,4,45,7.0,1.75
286787641.8951.8951,2,42,3.0,1.5
286788344.9047.9047,3,57,4.0,1.3333333333333333
286788674.9182.9182,3,33,4.0,1.3333333333333333
36439774.4159.4159,1,3,2.0,2.0
36439774.4169.4159,4,53,6.0,1.5
36441027.4293.4293,4,66,5.0,1.25
36442225.4507.4507,4,64,6.0,1.5
12555064.2026.2026,1,8,2.0,2.0
12555064.2044.2026,3,54,3.0,1.0
12564971.2159.2159,5,88,5.0,1.0
12601147.2371.2371,5,62,6.0,1.2
182681667.10897.10897,1,4,2.0,2.0
182681667.10909.10897,5,130,9.0,1.8
182723702.11417.11417,2,27,4.0,2.0
182867570.11833.11833,4,111,5.0,1.25
185258532.16707.16707,1,2,2.0,2.0
185258532.16715.16707,2,47,6.0,3.0
185333890.16821.16821,3,31,5.0,1.6666666666666667
185387495.384.384,2,33,3.0,1.5
185497960.455.455,4,125,4.0,1.0
185604057.735.735,2,18,2.0,1.0
185627265.776.776,4,49,4.0,1.0
185638401.890.890,8,109,11.0,1.375
185638655.1134.1134,1,13,1.0,1.0
185639341.1165.1165,6,72,8.0,1.3333333333333333
185648015.1337.1337,3,12,5.0,1.6666666666666667
224019277.8125.8125,1,1,2.0,2.0
224019277.8131.8125,3,21,6.0,2.0
224024368.8202.8177,3,86,5.0,1.6666666666666667
224382742.8393.8393,2,11,2.0,1.0
224385124.8422.8422,1,2,3.0,3.0
224551679.4053.4053,1,6,2.0,2.0
224551679.4067.4053,5,70,10.0,2.0
224600521.4220.4220,2,40,2.0,1.0
224622078.4315.4315,5,38,11.0,2.2
224725902.4409.4409,9,155,18.0,2.0
224726334.4751.4751,3,78,6.0,2.0
224735310.4930.4930,4,37,8.0,2.0
224735436.5025.5025,1,13,2.0,2.0
224909275.5058.5058,8,176,14.0,1.75
224924194.5443.5443,3,35,4.0,1.3333333333333333
351354582.20857.20857,1,3,2.0,2.0
351354582.20874.20857,4,37,8.0,2.0
351368077.20962.20962,3,51,5.0,1.6666666666666667
352536034.21104.21104,1,19,3.0,3.0
352536916.21159.21159,1,9,1.0,1.0
350286982.20654.20654,1,2,2.0,2.0
350286982.20662.20654,5,75,10.0,2.0
350288335.20846.20846,1,1,2.0,2.0
350392281.20850.20850,2,2,4.0,2.0
352532953.20857.20857,1,5,2.0,2.0
200468806.12461.12461,2,5,4.0,2.0
200468806.12476.12461,6,72,10.0,1.6666666666666667
200469235.12638.12638,1,8,2.0,2.0
200472255.12672.12672,4,45,9.0,2.25
200598687.13150.13150,1,4,2.0,2.0
200598687.13162.13150,6,51,10.0,1.6666666666666667
200599351.13292.13292,3,19,4.0,1.3333333333333333
200600007.13348.13348,4,20,6.0,1.5
367750069.1458.1458,1,4,2.0,2.0
367750069.1468.1458,2,34,3.0,1.5
367750950.1558.1558,5,38,7.0,1.4
367986165.1653.1653,6,137,11.0,1.8333333333333333
371868127.2715.2715,1,3,2.0,2.0
371868127.2725.2715,5,62,11.0,2.2
371920892.2858.2858,2,28,4.0,2.0
372035593.2917.2917,3,47,7.0,2.3333333333333335
372048293.3018.3018,3,51,6.0,2.0
372485964.3133.3133,1,21,1.0,1.0
299563638.2648.2648,1,4,2.0,2.0
299563638.2658.2648,2,19,4.0,2.0
299564332.2707.2707,4,46,9.0,2.25
299564936.2809.2809,2,6,5.0,2.5
298146594.1688.1688,1,8,2.0,2.0
298146594.1707.1688,4,50,10.0,2.5
298147213.1817.1817,6,66,8.0,1.3333333333333333
298148208.1971.1971,6,68,13.0,2.1666666666666665
298150022.2131.2131,4,41,9.0,2.25
324569832.859.859,1,11,2.0,2.0
324569832.896.859,1,2,2.0,2.0
324859337.903.903,3,72,4.0,1.3333333333333333
324860545.1057.1057,1,8,2.0,2.0
324935918.1077.1077,2,20,6.0,3.0
325690987.1128.1128,1,2,2.0,2.0
322382941.0.0,1,6,2.0,2.0
322382941.17.0,2,35,3.0,1.5
322385240.100.100,2,20,4.0,2.0
322385838.146.146,3,33,6.0,2.0
322387702.228.228,1,18,2.0,2.0
322387798.267.267,2,5,1.0,0.5
431235096.7700.7700,1,7,2.0,2.0
431235096.7718.7700,2,60,4.0,2.0
431235635.7851.7851,3,47,4.0,1.3333333333333333
431236904.7978.7978,2,24,3.0,1.5
431237635.8037.8037,4,18,8.0,2.0
431238377.8199.8199,3,21,8.0,2.6666666666666665
431239052.8253.8253,2,23,3.0,1.5
431254194.8314.8314,1,9,2.0,2.0
431254194.8336.8314,2,50,3.0,1.5
431258391.8454.8454,4,89,10.0,2.5
431259875.8654.8654,5,98,7.0,1.4
431260941.8868.8868,7,145,8.0,1.1428571428571428
434152471.2157.2157,1,3,2.0,2.0
434152471.2165.2157,6,60,11.0,1.8333333333333333
434157607.2345.2345,4,77,5.0,1.25
434167008.2521.2521,5,56,8.0,1.6
434167325.2684.2684,5,42,7.0,1.4
440084156.499.499,1,5,3.0,3.0
440084156.511.499,2,56,5.0,2.5
440178682.641.641,6,64,9.0,1.5
440211642.784.784,8,120,13.0,1.625
440212135.1119.1119,11,162,15.0,1.3636363636363635
440216266.1475.1475,7,121,9.0,1.2857142857142858
440305223.1759.1759,6,76,8.0,1.3333333333333333
38916517.5920.5920,1,3,2.0,2.0
38916517.5930.5920,3,28,4.0,1.3333333333333333
38934351.6002.6002,6,115,9.0,1.5
38936565.6258.6258,4,86,7.0,1.75
38937366.6618.6618,2,13,6.0,3.0
38026236.2887.2887,1,1,2.0,2.0
38039804.3145.3145,3,55,4.0,1.3333333333333333
38060708.3330.3330,3,10,6.0,2.0
38164963.3427.3427,2,25,3.0,1.5
38167717.3523.3523,2,28,3.0,1.5
38172932.3600.3600,4,37,7.0,1.75
38197378.3696.3696,3,63,5.0,1.6666666666666667
38256188.3844.3844,5,16,10.0,2.0
38383798.3893.3893,2,40,5.0,2.5
38386153.3980.3980,5,65,10.0,2.0
38437945.4139.4139,1,17,1.0,1.0
38514944.4177.4177,2,11,4.0,2.0
38534944.4226.4226,1,15,2.0,2.0
38551135.4259.4259,5,97,7.0,1.4
38629086.4505.4505,1,44,1.0,1.0
38632554.4602.4602,3,8,6.0,2.0
38789789.4631.4631,2,19,2.0,1.0
138057937.1328.1328,1,6,1.0,1.0
138057937.1342.1328,16,169,27.0,1.6875
138167607.1868.1868,5,114,6.0,1.2
138169292.2123.2123,7,82,13.0,1.8571428571428572
138171201.2301.2301,3,59,5.0,1.6666666666666667
159674239.677.485,1,4,2.0,2.0
159674239.689.485,6,83,11.0,1.8333333333333333
162161125.980.980,3,26,5.0,1.6666666666666667
162161981.1041.1041,4,53,6.0,1.5
162449037.1167.1167,1,14,3.0,3.0
162513218.1202.1202,2,40,3.0,1.5
162520051.1295.1295,3,62,3.0,1.0
162538134.1461.1461,3,44,3.0,1.0
162539839.796.796,2,18,3.0,1.5
162540444.848.848,12,149,19.0,1.5833333333333333
192343221.9977.9977,1,4,2.0,2.0
192343221.9987.9977,5,26,10.0,2.0
192367784.10053.10053,1,5,1.0,1.0
192368894.10067.10067,2,23,2.0,1.0
192370037.10133.10133,4,60,7.0,1.75
191944517.8419.8419,1,3,2.0,2.0
191944517.8429.8419,11,141,18.0,1.6363636363636365
191945326.8745.8745,5,60,9.0,1.8
191956409.8876.8876,26,303,52.0,2.0
191978134.9534.9534,10,102,17.0,1.7
213054683.78816.78816,1,5,2.0,2.0
213054683.78830.78816,1,11,2.0,2.0
213219219.78874.78874,5,89,8.0,1.6
213273053.79375.79375,1,23,1.0,1.0
213420688.79425.79425,2,20,3.0,1.5
213421796.79474.79474,4,56,9.0,2.25
213471207.79599.79599,1,29,1.0,1.0
213480835.79672.79672,1,21,3.0,3.0
213495197.79738.79738,2,31,4.0,2.0
213448366.79999.79999,1,4,1.0,1.0
213448366.80009.79999,2,54,2.0,1.0
213455718.80121.80121,2,23,2.0,1.0
213460695.80174.80174,1,16,1.0,1.0
213468847.80209.80209,1,10,1.0,1.0
213489124.80380.80380,2,21,5.0,2.5
213854082.80514.80514,1,16,1.0,1.0
213886095.80564.80564,1,4,1.0,1.0
310432282.4023.4023,1,5,2.0,2.0
310432282.4037.4023,9,171,15.0,1.6666666666666667
310476346.4414.4414,1,7,2.0,2.0
310553566.4430.4430,2,38,3.0,1.5
310567170.4515.4515,4,44,8.0,2.0
310596868.4620.4620,3,48,7.0,2.3333333333333335
310586657.7320.7320,1,4,2.0,2.0
310586657.7330.7320,2,31,3.0,1.5
310587445.7394.7394,4,43,6.0,1.5
310590666.7490.7490,1,18,3.0,3.0
310592084.7531.7531,7,22,14.0,2.0
304918542.0.0,1,8,3.0,3.0
304918542.25.0,3,7,7.0,2.3333333333333335
304929732.46.46,7,66,14.0,2.0
304952221.201.201,2,21,3.0,1.5
304965406.254.254,3,26,7.0,2.3333333333333335
304520226.4242.4242,1,3,2.0,2.0
304520226.4250.4242,4,25,9.0,2.25
304520610.4315.4315,5,35,7.0,1.4
304521173.4403.4403,3,25,5.0,1.6666666666666667
301686709.2228.2228,1,8,2.0,2.0
301686709.2250.2228,7,149,14.0,2.0
301689012.2649.2649,3,41,5.0,1.6666666666666667
301741189.3042.3042,2,40,3.0,1.5
301311564.1463.1463,1,3,2.0,2.0
301311564.1473.1463,4,42,6.0,1.5
301342246.1567.1567,6,100,10.0,1.6666666666666667
301392144.1793.1793,8,112,12.0,1.5
301396526.2046.2046,3,51,3.0,1.0
301561128.2062.2062,3,24,5.0,1.6666666666666667
301563155.2119.2119,3,33,6.0,2.0
174491338.28390.28390,1,7,2.0,2.0
174491338.28407.28390,3,40,5.0,1.6666666666666667
174493729.28493.28493,6,78,12.0,2.0
174809845.28773.28773,5,73,8.0,1.6
175766042.3768.3768,1,1,2.0,2.0
175766042.3774.3768,3,31,5.0,1.6666666666666667
175766972.3840.3840,8,87,16.0,2.0
175768836.4044.4044,4,88,7.0,1.75
175769407.4236.4236,3,24,6.0,2.0
70299304.17375.17375,1,6,2.0,2.0
70299304.17389.17375,2,36,3.0,1.5
78027964.17463.17463,1,2,2.0,2.0
79172072.17469.17469,1,7,2.0,2.0
27661568.15078.15078,2,7,4.0,2.0
27661568.15097.15078,7,130,12.0,1.7142857142857142
27700284.15379.15379,4,55,6.0,1.5
27714238.15503.15500,3,51,5.0,1.6666666666666667
42138102.15629.15629,9,112,18.0,2.0
42220331.15877.15877,4,53,7.0,1.75
413403411.7388.7388,1,7,1.0,1.0
413403411.7405.7388,4,50,9.0,2.25
413404591.7516.7516,2,29,2.0,1.0
413405146.7582.7582,2,22,4.0,2.0
404574647.5587.5587,1,5,2.0,2.0
404574647.5599.5587,1,3,2.0,2.0
404575035.5620.5620,2,11,5.0,2.5
404575196.5645.5645,3,29,4.0,1.3333333333333333
404577092.5729.5729,2,34,3.0,1.5
410756102.61051.61051,1,3,2.0,2.0
410756102.61059.61051,2,59,3.0,1.5
410765277.61779.61779,1,36,1.0,1.0
410838569.61940.61940,2,32,2.0,1.0
410592194.54460.54460,1,3,2.0,2.0
410592194.54470.54460,1,8,1.0,1.0
410592555.54487.54487,1,1,2.0,2.0
410593803.54487.54487,1,9,1.0,1.0
410594410.54506.54506,2,46,4.0,2.0
410595524.54604.54604,1,22,2.0,2.0
410595809.54650.54650,3,31,4.0,1.3333333333333333
410599158.54717.54717,2,13,5.0,2.5
410600784.54749.54749,1,12,2.0,2.0
410604807.54774.54774,1,3,2.0,2.0
410605268.54800.54800,1,8,2.0,2.0
410608823.54822.54822,4,24,7.0,1.75
410609552.54892.54892,4,94,5.0,1.25
410611238.55101.55101,2,16,4.0,2.0
336595255.8284.8284,2,3,4.0,2.0
336595255.8295.8284,4,57,6.0,1.5
336598509.8443.8443,3,10,5.0,1.6666666666666667
336600939.8471.8471,2,33,4.0,2.0
336604908.8548.8548,1,11,2.0,2.0
336604908.8572.8548,2,8,4.0,2.0
336610738.8590.8590,3,18,5.0,1.6666666666666667
336610984.8632.8632,3,14,7.0,2.3333333333333335
336612582.8674.8674,5,54,8.0,1.6
654854573.12533.12533,1,9,2.0,2.0
654854573.12556.12533,4,67,6.0,1.5
654854869.12721.12721,2,21,5.0,2.5
654856562.12767.12767,4,61,7.0,1.75
654857521.13623.13623,2,14,3.0,1.5
654857618.13680.13680,1,5,1.0,1.0
654855584.12767.12767,1,9,2.0,2.0
654855584.12790.12767,4,64,6.0,1.5
654855783.12936.12936,3,19,6.0,2.0
654856872.13123.13123,4,53,6.0,1.5
654857051.13254.13254,10,199,18.0,1.8
654857328.13508.13508,3,52,3.0,1.0
464687691.6611.6611,1,2,2.0,2.0
464687691.6619.6611,8,155,12.0,1.5
464773350.7067.7067,2,22,4.0,2.0
467072088.7143.7143,8,157,12.0,1.5
467135915.7606.7606,4,78,8.0,2.0
406154473.3081.3081,1,4,2.0,2.0
406154473.3091.3081,4,91,8.0,2.0
406156107.3294.3294,4,115,8.0,2.0
406156761.3544.3544,5,57,9.0,1.8
406158691.3687.3687,6,148,9.0,1.5
406159327.4016.4016,6,68,14.0,2.3333333333333335
406162325.4209.4209,6,203,9.0,1.5
406164258.4658.4658,8,110,15.0,1.875
409048101.4921.4921,1,6,2.0,2.0
409048245.4938.4938,1,12,1.0,1.0
337813018.13563.13563,1,4,2.0,2.0
337813018.13573.13563,6,99,14.0,2.3333333333333335
337817977.13795.13795,2,35,3.0,1.5
337818674.13873.13873,1,13,2.0,2.0
337920580.13905.13905,8,170,16.0,2.0
337388037.12225.12225,1,4,2.0,2.0
337388037.12236.12225,4,77,9.0,2.25
337388842.12457.12457,2,8,5.0,2.5
337390641.12494.12494,2,11,4.0,2.0
337392070.12523.12523,3,37,6.0,2.0
37072676.5395.5149,2,4,4.0,2.0
37072676.5406.5149,4,63,7.0,1.75
37214974.5543.5543,2,59,5.0,2.5
41150967.5677.5677,5,105,7.0,1.4
41534526.5947.5947,3,73,5.0,1.6666666666666667
36100874.3751.3751,1,2,3.0,3.0
36100874.3759.3751,3,44,6.0,2.0
36146600.3862.3862,1,76,1.0,1.0
36147483.4031.4031,2,12,4.0,2.0
36478420.4076.4076,1,15,1.0,1.0
36494082.4097.4097,5,67,6.0,1.2
21267717.3144.3144,1,7,3.0,3.0
21267717.3161.3144,1,6,2.0,2.0
21268498.3176.3176,1,7,3.0,3.0
21269555.3193.3193,2,66,2.0,1.0
21269676.3338.3338,4,58,8.0,2.0
21370551.3195.3195,2,25,3.0,1.5
21203243.49.2,1,5,2.0,2.0
21203243.63.2,1,3,3.0,3.0
21262661.119.119,1,6,2.0,2.0
21263410.140.140,1,5,1.0,1.0
21263469.151.151,1,22,1.0,1.0
326717186.115.115,1,3,2.0,2.0
326717186.123.115,4,43,8.0,2.0
326743836.246.246,2,20,4.0,2.0
326790200.345.345,3,18,6.0,2.0
326810733.398.388,1,6,2.0,2.0
331148644.595.595,2,9,4.0,2.0
331148644.616.595,1,7,3.0,3.0
331148887.642.642,1,12,2.0,2.0
331149263.669.669,2,23,4.0,2.0
331149895.721.721,2,25,6.0,3.0
289646513.12638.12638,1,4,2.0,2.0
289646513.12648.12638,3,33,6.0,2.0
289647546.12754.12754,3,44,7.0,2.3333333333333335
289648945.12847.12847,4,101,6.0,1.5
288566610.12241.12241,1,7,2.0,2.0
288566610.12257.12241,6,154,6.0,1.0
288617930.12590.12590,10,191,17.0,1.7
289066058.12643.12643,7,103,12.0,1.7142857142857142
289066680.12894.12894,2,18,3.0,1.5
339153648.13082.13082,1,5,2.0,2.0
339153648.13094.13082,2,23,4.0,2.0
339206469.13145.13145,4,60,6.0,1.5
339968373.13281.13281,1,26,2.0,2.0
339988452.13338.13338,5,86,9.0,1.8
340013916.13524.13524,2,41,2.0,1.0
340037739.13618.13618,4,69,7.0,1.75
340124230.13772.13772,3,83,3.0,1.0
340419472.13953.13953,8,213,15.0,1.875
343780972.17985.17985,1,5,2.0,2.0
343780972.17997.17985,2,43,3.0,1.5
343874212.18094.18094,4,66,4.0,1.0
343884687.18237.18237,2,17,2.0,1.0
344162508.18278.18278,1,4,1.0,1.0
393515086.4868.4868,1,4,2.0,2.0
393515086.4880.4868,1,18,1.0,1.0
393518719.4925.4925,2,23,4.0,2.0
394400839.4120.4120,1,19,2.0,2.0
394402708.4194.4194,1,27,1.0,1.0
394403587.4255.4255,1,8,2.0,2.0
392587742.8725.8725,1,1,2.0,2.0
392587742.8733.8725,4,65,10.0,2.5
392587962.8888.8888,3,28,4.0,1.3333333333333333
392588275.8948.8948,1,13,2.0,2.0
392588750.8987.8987,1,17,2.0,2.0
392590033.9025.9025,1,6,2.0,2.0
392590193.9037.9037,3,21,4.0,1.3333333333333333
436681885.12132.12132,1,7,2.0,2.0
436681885.12148.12132,4,61,7.0,1.75
436897017.12303.12303,6,91,8.0,1.3333333333333333
436898687.12503.12503,4,81,8.0,2.0
436901876.12689.12689,3,39,7.0,2.3333333333333335
436902287.12777.12777,2,17,5.0,2.5
436903221.12822.12822,1,7,2.0,2.0
429837813.10901.10901,4,39,9.0,2.25
429925442.10997.10997,6,140,12.0,2.0
429926852.11166.11166,10,90,17.0,1.7
429953444.11369.11369,4,139,8.0,2.0
429959178.11665.11665,5,56,8.0,1.6
430927526.11788.11788,8,92,11.0,1.375
334577218.13132.13132,1,3,2.0,2.0
334577218.13140.13132,8,88,17.0,2.125
334583696.13347.13347,3,45,3.0,1.0
334584699.13451.13451,5,28,7.0,1.4
334591889.13549.13549,3,69,3.0,1.0
334600892.13709.13709,1,32,1.0,1.0
334601424.13786.13786,3,22,6.0,2.0
334602657.13841.13841,2,50,2.0,1.0
334604102.13959.13959,3,12,5.0,1.6666666666666667
334586945.13521.13521,1,3,2.0,2.0
334586945.13529.13521,4,28,8.0,2.0
334587094.13622.13622,1,7,2.0,2.0
334588085.13645.13645,2,6,4.0,2.0
334588928.13661.13661,1,10,3.0,3.0
446537979.4003.4003,1,4,2.0,2.0
446537979.4013.4003,5,154,7.0,1.4
446540044.4490.4490,4,74,6.0,1.5
447044445.5021.5021,3,52,4.0,1.3333333333333333
448449304.24597.24597,1,8,2.0,2.0
448449304.24617.24597,1,6,2.0,2.0
448746627.24962.24962,13,141,26.0,2.0
449176082.22787.22787,1,7,2.0,2.0
449177020.22815.22815,2,22,4.0,2.0
387033433.19939.19939,1,5,2.0,2.0
387033433.19951.19939,2,74,2.0,1.0
387033790.20117.20117,2,43,4.0,2.0
